2018年麻疹疫情	疫情地区	"欧洲区域"
2019年埃博拉疫情	中文名	2019年埃博拉疫情
2019年埃博拉疫情	临床症状	"急性起病，发热并快速进展至高热，伴有乏力、头痛、肌痛、咽痛等"
2019年埃博拉疫情	发生时间	"2019年1月4日（瑞典）"
2019年埃博拉疫情	死亡人数	"1965（2019年8月21日）"
2019年埃博拉疫情	死亡率	"高达50%至90%"
2019年埃博拉疫情	流行地区	"刚果民主共和国"
2019年武汉病毒性肺炎病例	中文名	2019年武汉病毒性肺炎病例
2019年武汉病毒性肺炎病例	引发病毒	2019新型冠状病毒
2019年武汉病毒性肺炎病例	最早发现地点	"湖北省武汉市"
2019年武汉病毒性肺炎病例	最早发现时间	"2019年12月"
2019年麻疹疫情	中文名	2019年麻疹疫情
2019年麻疹疫情	感染人数	"250270人"
2019年麻疹疫情	死亡人数	"5110人"
2019年麻疹疫情	疫情地区	"菲律宾、美国、日本、哥伦比亚、刚果（金）"
2019新型冠状病毒	中文名	2019新型冠状病毒
2019新型冠状病毒	命名时间	"2020年1月12日"
2019新型冠状病毒	命名组织	世界卫生组织
2019新型冠状病毒	外文名	"2019-nCoV"
2020年新型冠状病毒疫情	中文名	2020年新型冠状病毒疫情
2020年新型冠状病毒疫情	引发病毒	2019新型冠状病毒
2020年新型冠状病毒疫情	最早发现地点	"湖北省武汉市"
2020年新型冠状病毒疫情	最早发现时间	"2019年12月"
293细胞	中文名	293细胞
293细胞	产物或抗原	"大T抗原"
293细胞	外文名	"293 cellline"
293细胞	形态特点	"上皮细胞"
293细胞	种属	"人"
ABO血型	中文名	ABO血型
ABO血型	发现者	"卡尔·兰德斯坦纳"
ABO血型	外文名	"ABO blood group"
ABO血型	提出时间	"1902年"
ADCC作用	具体所指	"表达IgGFc受体的NK细胞等"
ADCC作用	别名	"抗体依赖性的细胞介导的细胞毒作用"
ADCC作用	外文名	"antibody-dependent cell-mediated cytotoxicity"
ADCC作用	性质	"非特异性"
ATP合成酶	中文名	"ATP合酶"
ATP合成酶	别称	"H+－ATP酶、FoF₁—ATP酶"
ATP合成酶	外文名	"ATP synthase"
ATP合成酶	环境	"呼吸或光合作用"
ATP合成酶	类别	"蛋白酶"
ATP合成酶	途径	"电子传递链"
A族链球菌	中文名	A族链球菌
A族链球菌	形状	"球形或卵圆形"
A族链球菌	性质	"不耐热，60℃30分钟可被杀死"
A族链球菌	感染疾病	急性肾小球肾炎
Bruton综合症	中医病名	"称先天性丙种球蛋白缺乏症"
Bruton综合症	传染性	"先天性"
Bruton综合症	别称	Bruton综合症
Bruton综合症	多发群体	"男性婴幼儿"
Bruton综合症	常见病因	"遗传"
B淋巴细胞	中文名	B淋巴细胞
B淋巴细胞	主要定居于	"淋巴小结和脾脏"
B淋巴细胞	外文名	"B lymphocyte"
B淋巴细胞	得名	"首次发现于鸟类腔上囊（bursa fabricii）"
B淋巴细胞	简称	"B细胞"
C-反应蛋白	中文名	C-反应蛋白
C-反应蛋白	作用	"身体保护"
C-反应蛋白	分子量	"11.5万-14万"
C-反应蛋白	外文名	"C-reactive protein"
C-反应蛋白	来源	"肝细胞所合成"
C-反应蛋白	领域	"生物"
CIH病毒	中文名	CIH病毒
CIH病毒	别名	"Win95.CIH、Spacefiller等"
CIH病毒	外文名	"CIH"
CIH病毒	感染对象	"Win95/98下可执行文件"
CIH病毒	版本	"V1.0、V1.1、V1.2、V1.3、V1.4"
CIH病毒	类别	"计算机系统硬件病毒"
CIH病毒	首度公布时间	"1998年6月2日"
DNA双螺旋结构	中文名	DNA双螺旋结构
DNA双螺旋结构	发现时间	"1953"
DNA双螺旋结构	发现者	"沃森和克里克，富兰克林和维金斯"
DNA双螺旋结构	外文名	"DNA double helix structure"
DNA双螺旋结构	说明	"开启了分子生物学时代"
DNA多聚酶	名称	DNA多聚酶
DNA多聚酶	所属分类	"生化检查"
DNA测序	中文名	DNA测序
DNA测序	外文名	"DNA sequencing"
DNA测序	性质	"测定未知序列"
DNA测序	释义	"指分析特定DNA片段的碱基序列"
DNA病毒	中文名	DNA病毒
DNA病毒	又名	"脱氧核苷酸病毒"
DNA病毒	外文名	"DNA Virus"
DNA病毒	属于	"一级"
DNA病毒	生物	"病毒的一种"
DNA病毒	繁殖	"是专性活细胞内寄生物"
DNA聚合酶	中文名	DNA聚合酶
DNA聚合酶	作用	"复制DNA的重要作用酶"
DNA聚合酶	别名	"DNA依赖的DNA聚合酶"
DNA聚合酶	外文名	"DNA polymerase"
DNA聚合酶	属性	"蛋白质"
DNA聚合酶	构成	"DNA为模板，催化底物dNTP分子聚合"
Dane颗粒	别名	"乙型肝炎病毒大球形颗粒"
Dane颗粒	是否处方药	"处方药"
Dane颗粒	是否纳入医保	"未纳入"
Dane颗粒	药品名称	Dane颗粒
Dane颗粒	运动员慎用	"慎用"
Dicer酶	中文名	Dicer酶
Dicer酶	家族	"RNase III家族"
Dicer酶	性质	"核糖核酸内切酶"
Dicer酶	方式	"ATP依赖的"
EB病毒	传播途径	"唾液"
EB病毒	传染性	"有传染性"
EB病毒	其他名称	"人类疱疹病毒"
EB病毒	发病部位	"淋巴，鼻，咽喉"
EB病毒	英文名称	"epstein-barr virus,EBv"
EB病毒	西医学名	EB病毒
ED途径	中文名	ED途径
ED途径	又称	"2-酮-3-脱氧-6-磷酸葡萄糖酸途径"
ED途径	发现	"研究嗜糖假单胞菌的代谢时发现"
ED途径	外文名	"(Entner-Doudoroff)"
ED途径	性质	"存在于严格需氧细菌"
ED途径	特点	"葡萄糖只经过4步反"
ESI（ESI（基本科学指标数据库））	中文名	"基本科学指标数据库"
ESI（ESI（基本科学指标数据库））	外文名	"Essential Science Indicators"
ESI（ESI（基本科学指标数据库））	简称	"ESI"
ESI（ESI（基本科学指标数据库））	类型	"评价指标工具之一"
F因子	中文名	F因子
F因子	外文名	"F factor"
H1N1	中文名	甲型流感病毒
H1N1	外文名	H1N1
H1N1	科属	正黏液病毒科
H1N1	类别	"病毒"
H3N8	中文名	H3N8
H3N8	定义	"A型流感病毒的亚型病毒"
H3N8	性质	"流感病毒"
H3N8	特点	"狗只之间传染"
H7N9型禽流感	中文名	H7N9型禽流感
H7N9型禽流感	发现地点	"上海、安徽"
H7N9型禽流感	发现日期	"2013年3月31日"
H7N9型禽流感	发现病例	"110"
H7N9型禽流感	外文名	"H7N9avian influenza;AI"
H7N9型禽流感	死亡人数	"23"
H7N9型禽流感	症状类型	"发热、新亚型流感病毒"
H9N2型禽流感	主要症状	"发烧"
H9N2型禽流感	传染性	"有传染性"
H9N2型禽流感	是否进入医保	"是"
H9N2型禽流感	英文名称	"avian2humaninfluenzaoravianinfluenzainman/human"
HBV-DNA	中文名	"乙肝病毒的脱氧核糖核酸"
HBV-DNA	基本参数	"低于10的3次方，就结论为阴性"
HBV-DNA	基本组成	"有3200个核苷酸组成"
HBV-DNA	外文名	HBV-DNA
HBV-DNA	结构特点	"基因结构为小环状、部分双股"
HBV-DNA	重要性	"判断乙肝病毒有无复制"
HDV	厂商	"佳能、夏普、索尼、JVC"
HDV	外文名	HDV
HDV	解释1	丁型肝炎病毒
HDV	解释2	"数码摄像机高清标准"
HLA血型系统	中文名	HLA血型系统
HLA血型系统	位置	"6号染色体上"
HLA血型系统	外文名	"human leukocyte antigen"
HLA血型系统	本质	"基因座"
HLA（人类白细胞抗原）	中文名	"人类淋巴细胞抗原"
HLA（人类白细胞抗原）	发现时间	"1958年"
HLA（人类白细胞抗原）	外文名	"human lymphocyte antigen"
HLA（人类白细胞抗原）	类型	"多态系统"
HLA（人类白细胞抗原）	缩写	"HLA"
HLA（人类白细胞抗原）	领域	"免疫遗传学、免疫生物学"
HMP途径	中文名	HMP途径
HMP途径	作用	"降解葡萄糖"
HMP途径	分解	"由磷酸己糖开始分解"
HMP途径	别称	"己糖磷酸途径"
HMP途径	外文名	"Hexose Monophosphate Pathway"
HMP途径	生成	"生成乳酸和乙醇等产物"
Hfr菌株	中文名	Hfr菌株
Hfr菌株	分离	"它是从F+菌株中分离得到的"
Hfr菌株	又称	"高频重组菌株"
Hfr菌株	外文名	"Hfr strain"
Hfr菌株	年代	"1951年"
Hfr菌株	应用	"应用于遗传学的分析"
IL-2	中文名	白细胞介素-2
IL-2	作用	"可促进Th0和CTL的增殖"
IL-2	又名	"T细胞生长因子"
IL-2	外文名	IL-2
IgG抗体	中文名	IgG抗体
IgG抗体	作用	"激活补体，中和多种毒素的作用"
IgG抗体	唯一能	"在母亲妊娠期胎盘保护胎儿的抗体"
IgG抗体	外文名	"immunoglobulin G"
IgM	中文名	IgM
IgM	外文名	"Immunoglobulin M，IgM"
IgM	类型	"免疫球蛋白M"
IgM	隶属	"生物学"
IgM抗体	中文名	IgM抗体
IgM抗体	主要作用	"对防止菌血症"
IgM抗体	主要存在	"生物体血液中"
IgM抗体	特性	"具有免疫性"
I型超敏反应（I型超敏反应）	中文名	"I型超敏反应"
I型超敏反应（I型超敏反应）	别名	过敏
I型超敏反应（I型超敏反应）	过敏表现	"局部或全身的生理功能紊乱"
LacZ基因	中文名	LacZ基因
LacZ基因	外文名	"LacZ gene"
LacZ基因	广泛用于	"基因表达调控研究"
LacZ基因	得到时间	"1969年"
LacZ基因	得到者	"Beckwith博士为首的研究小组"
LacZ基因	领域	"生命科学"
M13噬菌体	中文名	M13噬菌体
M13噬菌体	核苷酸数	"6407个"
M13噬菌体	特点	"内有一个环状单链DNA分子"
M13噬菌体	类别	"丝状噬菌体"
MERS病毒	中文名	"MERS病毒,醚蠕丝"
MERS病毒	发生地	"沙特"
MERS病毒	外文名	"Middle East Respiratory Syndrome"
MERS病毒	类型	"新型的冠状病毒"
MTT法	中文名	MTT法
MTT法	别称	"MTT比色法"
MTT法	外文名	"MTT assay"
MTT法	学科	"生命科学"
N-乙酰半胱氨酸	中文名	N-乙酰半胱氨酸
N-乙酰半胱氨酸	分子量	"162.1875"
N-乙酰半胱氨酸	别名	"乙酰半胱氨酸;N-乙酰-L-半胱氨酸"
N-乙酰半胱氨酸	外文名	"N-Acetyl-L-cysteine"
N-乙酰氨基葡萄糖	CAS登录号	"134451-94-8"
N-乙酰氨基葡萄糖	中文名	N-乙酰氨基葡萄糖
N-乙酰氨基葡萄糖	分子量	"221.21"
N-乙酰氨基葡萄糖	化学式	"C8H15NO6"
N-乙酰氨基葡萄糖	熔点	"201-204°C"
N-乙酰氨基葡萄糖	英文名	"N-acetyl-D-(+)-glucosamine"
NDM-1细菌	中文名	NDM-1细菌
NDM-1细菌	出现	"大肠杆菌和肺炎克雷伯菌"
NDM-1细菌	又名	"新德里金属－β－内酰胺酶1”"
NDM-1细菌	结构	"DNA"
O抗原	中文名	O抗原
O抗原	别名	"O-多糖"
O抗原	外文名	"O-specific chain"
O抗原	实质	"脂多糖的最外层部分"
Q热	就诊科室	"呼吸内科"
Q热	常见病因	"牛、马、羊、蜱等携病原体传染"
Q热	常见症状	"高热、弛张热伴寒战、严重头痛及全身肌肉酸痛等"
RNA复制	中文名	RNA复制
RNA复制	催化剂	"RNA聚合酶"
RNA复制	含义	"生物界RNA合成的主要方式"
RNA复制	外文名	"RNA replication"
RNA复制	形式	"在RNA指导的下合成RNA分子"
RNA沉默	中文名	"基因沉默"
RNA沉默	别称	RNA沉默
RNA沉默	外文名	"RNA silencing"
RNA沉默	领域	"生物学"
RNA病毒	中文名	RNA病毒
RNA病毒	别称	"RNA型病毒"
RNA病毒	外文名	"RNA virus"
RNA病毒	等级	"一级"
RNA病毒	繁殖方式	"复制"
RNA病毒	组成	"通常由蛋白质外壳和RNA组成"
RNA病毒	营养类型	"异养（寄生）"
RNA病毒	遗传物质	"由核糖核酸组成"
RNA编辑	中文名	RNA编辑
RNA编辑	产生原因	"由于核苷酸的缺失，插入或置换"
RNA编辑	外文名	"RNA editing"
RNA编辑	定义	"mRNA水平上改变遗传信息的过程"
RNA肿瘤病毒	中文名	RNA肿瘤病毒
RNA肿瘤病毒	外文名	"retroviridae"
RNA肿瘤病毒	对象	"爬行类（蛇）、禽类"
RNA肿瘤病毒	所属	"逆转录科病毒"
Rh血型抗原	中文名	Rh血型抗原
Rh血型抗原	发现于	"恒河猴"
Rh血型抗原	外文名	"The Rh blood group antigen"
Rh血型抗原	属性	"主要是 D 抗原，免疫原性强"
Rh阳性血型	中国情况	"汉族及大多数民族人约占99.7%"
Rh阳性血型	中文名	Rh阳性血型
Rh阳性血型	主要涉及	"生殖健康,血型,Rh阳性血型"
Rh阳性血型	含抗原种数	"Rh血型系统，其中含有6种抗原"
Rh阳性血型	基因情况	"属隐性基因"
Rh阳性血型	常识1	"仅仅是血型的不同，都属健康人群"
Rh阳性血型	常识2	"Rh阴性者不能接受RH阳性者血液"
R因子	中文名	R因子
R因子	全名	"R factor抗药因子或抗多药剂因子"
R因子	实体	"环状双链DNA分子"
R因子	性质	"细胞质性的质粒"
SARS病毒	中文名	SARS病毒
SARS病毒	别称	"非典"
SARS病毒	外文名	"SARS"
SARS病毒	形状	"不规则"
SARS病毒	病症	"非典型肺炎"
SARS病毒	种类	冠状病毒
SV40	中文学名	"猴空泡病毒40"
SV40	别称	SV40
SV40	基因组	"环形双链的DNA"
SV40	拉丁学名	"Simian vacuolating virus 40 or Simian virus 40"
SV40	界	"病毒界"
SV40	病毒的直径	"45nm"
SV40	科	"多瘤病毒科"
T2噬菌体	中文名	T2噬菌体
T2噬菌体	外文名	"T2 phage"
T2噬菌体	头部	"正20面体"
T2噬菌体	奇偶型	"偶数系"
T2噬菌体	形状	"蝌蚪状"
T4噬菌体	中文名	T4噬菌体
T4噬菌体	外文名	"T4 Phage"
T4噬菌体	形状	"典型的蝌蚪状外形"
T4噬菌体	性质	烈性噬菌体
TAV杀毒引擎	中文名	TAV杀毒引擎
TAV杀毒引擎	厂商	"腾讯"
TAV杀毒引擎	成绩	"西海岸实验室满分通过"
TAV杀毒引擎	类别	"杀毒引擎"
TORCH（疾病医学术语）	中文名	"TORCH"
TORCH（疾病医学术语）	含义	"一组病原微生物的英文名称缩写"
TORCH（疾病医学术语）	性质	"病原体"
TORCH（疾病医学术语）	造成	"母婴感染"
Th细胞	中文名	Th细胞
Th细胞	全称	"辅助性T细胞"
Th细胞	分类	"T细胞亚群"
Th细胞	功能	"刺激B细胞增殖并产生免疫球蛋白G"
Th细胞	外文名	"helper T cell"
Th细胞	种类组成	"Th1细胞，Th2细胞"
Ti质粒	Ti全称	"肿瘤诱发（tumor-inducing）"
Ti质粒	中文名	Ti质粒
Ti质粒	提取生物	"根瘤土壤杆菌细胞"
Ti质粒	本质	"环形双链DNA分子"
Ti质粒	特性	"独立于染色体之外能自我复制"
T淋巴细胞	中文名	T淋巴细胞
T淋巴细胞	亚群	"辅助性T细胞、效应T细胞等"
T淋巴细胞	分布地区	"胸腺依赖区"
T淋巴细胞	外文名	"T-lymphocyte"
T淋巴细胞	来源	"骨髓的多能干细胞"
T淋巴细胞	标志	"表面抗原和表面受体"
UHT	中文名	"超高温瞬时处理"
UHT	外文名	"Ultra - high temperature instantaneous sterilization"
UHT	性质	"是鲜奶处理的一种灭菌工艺"
UHT	简称	UHT
VP试验	中文名	VP试验
VP试验	得名	"Voges和Proskauer两位学者创建"
VP试验	用途	"与甲基红试验一起使用"
VP试验	类型	"微生物检验中常用的生化反应之一"
VP试验	结果	"呈红色者为阳性"
VP试验	试验方法	"O’Meara氏法、Barritt氏法、快速法"
WannaCry	中文名	"永恒之蓝"
WannaCry	关联病毒	"熊猫烧香"
WannaCry	别名	"Wanna Decryptor"
WannaCry	外文名	WannaCry
WannaCry	影响领域	"金融，能源，医疗等"
WannaCry	爆发时间	"2017年5月12日"
Y病毒	中文名	Y病毒
Y病毒	原本	"抵抗T病毒而设计有益处微生物"
Y病毒	地点	"第二生化武器研究所"
Y病毒	外文名	"Y virus"
Y病毒	散播	"在南平"
bt毒蛋白	中文名	bt毒蛋白
bt毒蛋白	功用	"抗虫"
bt毒蛋白	外文名	"Bt toxin proteins"
bt毒蛋白	性质	"蛋白质"
bt毒蛋白	领域	"转基因作物"
b型流感嗜血杆菌结合疫苗	用途分类	"细菌类疫苗"
b型流感嗜血杆菌结合疫苗	药品名称	b型流感嗜血杆菌结合疫苗
b型流感嗜血杆菌结合疫苗	药品类型	"处方药"
cDNA文库	中文名	cDNA文库
cDNA文库	催化	反转录酶
cDNA文库	关联基因	基因组文库
cDNA文库	反转录	"cDNA"
cDNA文库	模板	"mRNA"
cDNA文库	特点	"组织或细胞特异性"
cls（CLS）	中文名	"DC-CIK细胞靶向治疗法"
cls（CLS）	外文名	"DC-CIK CLS"
elisa试剂盒	中文名	"ELISA 试剂盒"
elisa试剂盒	外文名	"ELISA Kit"
elisa试剂盒	特点	"试剂稳定、易保存、操作简便"
elisa试剂盒	问世时间	"60-70年代"
micro RNA	中文名	"MicroRNA"
micro RNA	存在形式	"单拷贝、多拷贝或基因簇"
micro RNA	性质	"非编码单链RNA 分子"
micro RNA	特点	"由内源基因编码的长度等"
micro RNA	缩写	"miRNA"
micro RNA	载体	"动植物以及病毒中"
α-丙氨酸	中文名	α-丙氨酸
α-丙氨酸	分子式	"CH3CH（NH2）COOH"
α-丙氨酸	外文名	"α-alanine"
α-丙氨酸	类别	"α-氨基酸的一种"
α-变形菌	中文学名	α-变形菌
α-变形菌	拉丁学名	"Alphaproteobacteria"
α-变形菌	界	细菌界
α-变形菌	门	变形菌门
β-内酰胺	中文名	β-内酰胺
β-内酰胺	外文名	"β-lactams"
β-内酰胺	类型	抗生素
β-内酰胺类抗生素	中文名	β-内酰胺类抗生素
β-内酰胺类抗生素	作用机制	"抑制胞壁粘肽合成酶"
β-内酰胺类抗生素	包括	"青霉素及其衍生等"
β-内酰胺类抗生素	外文名	"β-lactams"
β-内酰胺类抗生素	特点	"杀菌活性强、毒性低、适应症广等"
β-内酰胺类抗生素	类型	抗生素
β-胡萝卜素	ADI	"0- 5mg/kg"
β-胡萝卜素	C.I.	"食用橙5号，75130"
β-胡萝卜素	CNS号	"08.010"
β-胡萝卜素	INS号	"160a"
β-胡萝卜素	中文名	β-胡萝卜素
β-胡萝卜素	分子式	"C40H56"
β-胡萝卜素	溶解度	"hexane: 100 μg/mL, soluble"
β-胡萝卜素	熔点	"176-184 °C (dec.)"
β-胡萝卜素	相对分子质量	"536. 88"
β-胡萝卜素	闪点	"103 °C"
β-葡聚糖酶	pH	"4.0~5.5"
β-葡聚糖酶	中文名	β-葡聚糖酶
β-葡聚糖酶	实质	"催化水解β-葡聚糖的多种酶"
β-葡聚糖酶	贮存包装	"贮存于阴凉干燥处"
γ-变形菌纲	中文名	γ-变形菌纲
γ-变形菌纲	具体纲1	病原菌
γ-变形菌纲	具体纲2	"耶尔辛氏菌属"
γ-变形菌纲	具体纲3	弧菌属
λ噬菌体	中文名	λ噬菌体
λ噬菌体	发现者	"Esther Lederberg"
λ噬菌体	时间	"1951"
λ噬菌体	领域	"生物学"
Ⅳ型超敏反应	中文名	Ⅳ型超敏反应
Ⅳ型超敏反应	别名	"迟发型超敏反应"
Ⅳ型超敏反应	反应速度	"较慢"
Ⅳ型超敏反应	名词领域	"生物学 免疫学"
Ⅳ型超敏反应	外文名	"delayed type hypersensitivity,DTH"
Ⅳ型超敏反应	本质	"细胞的免疫反应"
一期梅毒	传播途径	"性接触传染，垂直传播等"
一期梅毒	传染性	"有"
一期梅毒	就诊科室	皮肤科
一期梅毒	常见病因	"由梅毒螺旋体（TP）引起"
一期梅毒	常见症状	"硬下疳和硬化性淋巴结炎"
一期梅毒	英文名称	"primary syphilis"
一般反应	中反应	"一般红晕平均直径在2.6-5.0厘米"
一般反应	中文名	一般反应
一般反应	弱反应	"一般红晕平均直径在0.5-2.5厘米"
一般反应	强反应	"一般红晕平均直径在5.0厘米以上"
丁型病毒性肝炎	传播途径	"输血，血制品"
丁型病毒性肝炎	传染性	"有"
丁型病毒性肝炎	多发群体	"HBV感染者"
丁型病毒性肝炎	就诊科室	"传染科，肝炎科"
丁型病毒性肝炎	常见病因	"丁型肝炎病毒（HDV），乙型肝炎病毒"
丁型病毒性肝炎	英文名称	"viralhepatitistypeD；deltahepatitis"
丁型肝炎病毒	中文名	丁型肝炎病毒
丁型肝炎病毒	外文名	"hepatitis D virus,HDV"
丁型肝炎病毒	性质	"病毒"
丁型肝炎病毒	职能	"感染"
丁酸	CAS登录号	"107-92-6"
丁酸	EINECS登录号	"203-532-3"
丁酸	中文名	丁酸
丁酸	分子量	"88.11"
丁酸	别称	"正丁酸；酪酸"
丁酸	化学式	"C4H8O2"
丁酸	密度	"0.964g/mL at 25℃"
丁酸	沸点	"163.5℃"
丁酸	熔点	"-7.9℃"
丁酸	英文名	"butyric acid"
丁酸	闪点	"72℃"
三期梅毒	传播途径	性传播
三期梅毒	传染性	"弱"
三期梅毒	就诊科室	"传染科；内科"
三期梅毒	常见发病部位	"心脏，神经，胃，眼，耳等"
三期梅毒	常见病因	梅毒螺旋体
三期梅毒	常见症状	"症状复杂，可累及任何组织器官，包括皮肤，黏膜，骨，关节以及各内脏，较易侵犯神经系统"
三期梅毒	英文名称	"tertiary syphilis"
三氯乙烯	CAS号	"79-01-6"
三氯乙烯	中文名	三氯乙烯
三氯乙烯	储存	"密封保存"
三氯乙烯	分子式	"C2HCl3"
三氯乙烯	别名	"三氯代乙烯"
三氯乙烯	化学品类别	"有机物"
三氯乙烯	外文名	"Trichloroethylene"
三氯乙烯	相对分子质量	"131.39"
三氯乙烯	管制类型	"不管制"
三氯化磷	CAS登录号	"7719-12-2"
三氯化磷	EINECS登录号	"231-749-3"
三氯化磷	中文名	三氯化磷
三氯化磷	分子量	"137.33"
三氯化磷	别称	"氯化磷(III)"
三氯化磷	化学式	"PCl₃"
三氯化磷	外观	"无色澄清发烟液体"
三氯化磷	应用	"用于农药、医药、染料工业；作催化剂、磷的溶剂、氯化剂。"
三氯化磷	水溶性	"与水反应"
三氯化磷	沸点	"76.1 °C (349.3 K)"
三氯化磷	熔点	"-93.6 °C (179.6 K)"
三氯化磷	英文名	"phosphorus trichloride"
三氯化磷	闪点	"无"
三聚甲醛	CAS 号	"110-88-3"
三聚甲醛	EINECS号	"203-812-5"
三聚甲醛	中文别名	"三噁烷，三氧杂环己烷"
三聚甲醛	中文名	三聚甲醛
三聚甲醛	储存	"密封阴凉保存"
三聚甲醛	化学式	"C3H6O3"
三聚甲醛	外文名	"s-Trioxane"
三聚甲醛	密度	"1.132克每立方厘米"
三聚甲醛	水溶性	"221 g/L （25℃）"
三聚甲醛	沸点	"36.163℃ at 760mmHg"
三聚甲醛	熔点	"61-62℃"
三聚甲醛	相对分子质量	"90.08"
三聚甲醛	英文别名	"1,3,5-TRIOXACYCLOHEXANE"
三聚甲醛	蒸汽压	"508.598 mmHg at 25℃"
三聚甲醛	闪点	"-33.046℃"
上呼吸道感染	多发群体	"老、幼、免疫功能低下或患有慢性呼吸道疾病的患者"
上呼吸道感染	就诊科室	"呼吸内科"
上呼吸道感染	常见病因	"受凉、气候突变、过度疲劳等可使原已存在于上呼吸道的或从外界侵入的病毒或细菌迅速繁殖，从而诱发本病"
上呼吸道感染	常见症状	"主要为鼻部症状，如喷嚏、鼻塞、流清水样鼻涕"
上呼吸道感染	英文名称	"upper respiratory tract infection"
不完全吞噬	中文名	不完全吞噬
不完全吞噬	外文名	"incomplete phagocytosis"
不完全吞噬	对象	"某些胞内寄生菌"
不完全吞噬	比如	嗜肺军团菌
不完全吞噬	解释	"虽被吞噬却未被杀死"
不完全抗体	中文名	不完全抗体
不完全抗体	别称	"半抗体"
不完全抗体	外文名	"incomplete antibody"
不完全抗体	定义	"经酶水解后可成片段Fab或F"
不完全抗体	特点	"能与相应的抗原结合"
不完全抗原	中文名	不完全抗原
不完全抗原	别称	"半抗原(Haptens)"
不完全抗原	来源	"现代药学名词手册"
不完全抗原	简介	"一些没有免疫原性的抗原"
不整囊菌纲	中文名	不整囊菌纲
不整囊菌纲	原因	"这一类群和相关类群的菌所知不多"
不整囊菌纲	外文名	"Plectomycetes"
不整囊菌纲	所属	"真菌门、子囊菌亚门"
不整囊菌纲	无性繁殖	"大量串生或单生的分生孢子"
不整囊菌纲	生长环境	"腐生于禽、畜粪和土壤"
专性厌氧	中文名	专性厌氧
专性厌氧	作用	"具有固氮作用"
专性厌氧	危害	"引起人体任何组织和器官的感染"
专性厌氧	定义	"尚无公认的确切定义"
专性厌氧	所属菌落	正常菌群
专性厌氧	特点	厌氧
世界卫生组织	上级机构	"ECOSOC"
世界卫生组织	中文名	"联合国世界卫生组织"
世界卫生组织	外文名	"World Health Organization"
世界卫生组织	官网	"http://www.who.int/"
世界卫生组织	总部	"瑞士日内瓦"
世界卫生组织	成员国	"194个（2015年）"
世界卫生组织	成立时间	"1948年4月7日"
世界卫生组织	现任总领事	"谭德塞"
世界卫生组织	简称	"WHO, OMS, ВОЗ, OMS"
世界卫生组织	类型	"联合国专门机构"
世界卫生组织	组织机构	"大会，委员会，秘书处，地区组织"
丙型病毒性肝炎	传播途径	"血液传播、性传播、母婴传播"
丙型病毒性肝炎	传染性	"有"
丙型病毒性肝炎	别称	"丙型肝炎、丙肝"
丙型病毒性肝炎	就诊科室	"感染科、消化内科"
丙型病毒性肝炎	常见发病部位	"肝"
丙型病毒性肝炎	常见病因	"丙型肝炎病毒感染"
丙型病毒性肝炎	常见症状	"一般表现为恶心、食欲下降、全身无力"
