	s1	s2	labels
33	http://www.openkg.cn/2019-nCoV/health/resource/R2993	http://www.openkg.cn/COVID-19/medical/resource/R83	1.0
34	http://www.openkg.cn/2019-nCoV/health/resource/R3001	http://www.openkg.cn/COVID-19/medical/resource/R91	1.0
35	http://www.openkg.cn/2019-nCoV/health/resource/R3225	http://www.openkg.cn/COVID-19/medical/resource/R78	1.0
36	http://www.openkg.cn/2019-nCoV/health/resource/R327	http://www.openkg.cn/COVID-19/medical/resource/R107	1.0
37	http://www.openkg.cn/2019-nCoV/health/resource/R3505	http://www.openkg.cn/COVID-19/medical/resource/R127	1.0
38	http://www.openkg.cn/2019-nCoV/health/resource/R354	http://www.openkg.cn/COVID-19/medical/resource/R131	1.0
39	http://www.openkg.cn/2019-nCoV/health/resource/R3546	http://www.openkg.cn/COVID-19/medical/resource/R140	1.0
40	http://www.openkg.cn/2019-nCoV/health/resource/R3548	http://www.openkg.cn/COVID-19/medical/resource/R112	1.0
41	http://www.openkg.cn/2019-nCoV/health/resource/R3735	http://www.openkg.cn/COVID-19/medical/resource/R123	1.0
42	http://www.openkg.cn/2019-nCoV/health/resource/R3754	http://www.openkg.cn/COVID-19/medical/resource/R203	1.0
43	http://www.openkg.cn/2019-nCoV/health/resource/R3800	http://www.openkg.cn/COVID-19/medical/resource/R98	1.0
44	http://www.openkg.cn/2019-nCoV/health/resource/R3814	http://www.openkg.cn/COVID-19/medical/resource/R75	1.0
45	http://www.openkg.cn/2019-nCoV/health/resource/R3824	http://www.openkg.cn/COVID-19/medical/resource/R137	1.0
46	http://www.openkg.cn/2019-nCoV/health/resource/R3969	http://www.openkg.cn/COVID-19/medical/resource/R93	1.0
47	http://www.openkg.cn/2019-nCoV/health/resource/R3993	http://www.openkg.cn/COVID-19/medical/resource/R95	1.0
48	http://www.openkg.cn/2019-nCoV/health/resource/R4006	http://www.openkg.cn/COVID-19/medical/resource/R118	1.0
49	http://www.openkg.cn/2019-nCoV/health/resource/R4219	http://www.openkg.cn/COVID-19/medical/resource/R96	1.0
50	http://www.openkg.cn/2019-nCoV/health/resource/R4241	http://www.openkg.cn/COVID-19/medical/resource/R81	1.0
51	http://www.openkg.cn/2019-nCoV/health/resource/R4252	http://www.openkg.cn/COVID-19/medical/resource/R197	1.0
52	http://www.openkg.cn/2019-nCoV/health/resource/R4308	http://www.openkg.cn/COVID-19/medical/resource/R88	1.0
53	http://www.openkg.cn/2019-nCoV/health/resource/R4355	http://www.openkg.cn/COVID-19/medical/resource/R115	1.0
54	http://www.openkg.cn/2019-nCoV/health/resource/R4378	http://www.openkg.cn/COVID-19/medical/resource/R87	1.0
55	http://www.openkg.cn/2019-nCoV/health/resource/R4398	http://www.openkg.cn/COVID-19/medical/resource/R143	1.0
56	http://www.openkg.cn/2019-nCoV/health/resource/R4437	http://www.openkg.cn/COVID-19/medical/resource/R68	1.0
57	http://www.openkg.cn/2019-nCoV/health/resource/R4441	http://www.openkg.cn/COVID-19/medical/resource/R77	1.0
58	http://www.openkg.cn/2019-nCoV/health/resource/R4608	http://www.openkg.cn/COVID-19/medical/resource/R103	1.0
59	http://www.openkg.cn/2019-nCoV/health/resource/R4625	http://www.openkg.cn/COVID-19/medical/resource/R169	1.0
60	http://www.openkg.cn/2019-nCoV/health/resource/R4731	http://www.openkg.cn/COVID-19/medical/resource/R452	1.0
61	http://www.openkg.cn/2019-nCoV/health/resource/R4781	http://www.openkg.cn/COVID-19/medical/resource/R99	1.0
62	http://www.openkg.cn/2019-nCoV/health/resource/R4803	http://www.openkg.cn/COVID-19/medical/resource/R201	1.0
63	http://www.openkg.cn/2019-nCoV/health/resource/R4836	http://www.openkg.cn/COVID-19/medical/resource/R76	1.0
64	http://www.openkg.cn/2019-nCoV/health/resource/R5118	http://www.openkg.cn/COVID-19/medical/resource/R124	1.0
65	http://www.openkg.cn/2019-nCoV/health/resource/R5131	http://www.openkg.cn/COVID-19/medical/resource/R66	1.0
66	http://www.openkg.cn/2019-nCoV/health/resource/R5191	http://www.openkg.cn/COVID-19/medical/resource/R158	1.0
67	http://www.openkg.cn/2019-nCoV/health/resource/R5212	http://www.openkg.cn/COVID-19/medical/resource/R141	1.0
68	http://www.openkg.cn/2019-nCoV/health/resource/R5235	http://www.openkg.cn/COVID-19/medical/resource/R159	1.0
69	http://www.openkg.cn/2019-nCoV/health/resource/R5271	http://www.openkg.cn/COVID-19/medical/resource/R92	1.0
70	http://www.openkg.cn/2019-nCoV/health/resource/R5337	http://www.openkg.cn/COVID-19/medical/resource/R97	1.0
71	http://www.openkg.cn/2019-nCoV/health/resource/R5384	http://www.openkg.cn/COVID-19/medical/resource/R122	1.0
72	http://www.openkg.cn/2019-nCoV/health/resource/R5389	http://www.openkg.cn/COVID-19/medical/resource/R136	1.0
73	http://www.openkg.cn/2019-nCoV/health/resource/R5572	http://www.openkg.cn/COVID-19/medical/resource/R126	1.0
74	http://www.openkg.cn/2019-nCoV/health/resource/R5574	http://www.openkg.cn/COVID-19/medical/resource/R161	1.0
75	http://www.openkg.cn/2019-nCoV/health/resource/R5574	http://www.openkg.cn/COVID-19/medical/resource/R199	1.0
76	http://www.openkg.cn/2019-nCoV/health/resource/R5627	http://www.openkg.cn/COVID-19/medical/resource/R117	1.0
77	http://www.openkg.cn/2019-nCoV/health/resource/R5656	http://www.openkg.cn/COVID-19/medical/resource/R239	1.0
78	http://www.openkg.cn/2019-nCoV/health/resource/R5663	http://www.openkg.cn/COVID-19/medical/resource/R69	1.0
79	http://www.openkg.cn/2019-nCoV/health/resource/R5730	http://www.openkg.cn/COVID-19/medical/resource/R74	1.0
80	http://www.openkg.cn/2019-nCoV/health/resource/R6013	http://www.openkg.cn/COVID-19/medical/resource/R195	1.0
81	http://www.openkg.cn/2019-nCoV/health/resource/R6036	http://www.openkg.cn/COVID-19/medical/resource/R114	1.0
82	http://www.openkg.cn/2019-nCoV/health/resource/R6080	http://www.openkg.cn/COVID-19/medical/resource/R196	1.0
83	http://www.openkg.cn/2019-nCoV/health/resource/R6083	http://www.openkg.cn/COVID-19/medical/resource/R142	1.0
84	http://www.openkg.cn/2019-nCoV/health/resource/R609	http://www.openkg.cn/COVID-19/medical/resource/R89	1.0
85	http://www.openkg.cn/2019-nCoV/health/resource/R6099	http://www.openkg.cn/COVID-19/medical/resource/R102	1.0
86	http://www.openkg.cn/2019-nCoV/health/resource/R6128	http://www.openkg.cn/COVID-19/medical/resource/R134	1.0
87	http://www.openkg.cn/2019-nCoV/health/resource/R6138	http://www.openkg.cn/COVID-19/medical/resource/R86	1.0
88	http://www.openkg.cn/2019-nCoV/health/resource/R6299	http://www.openkg.cn/COVID-19/medical/resource/R280	1.0
89	http://www.openkg.cn/2019-nCoV/health/resource/R6477	http://www.openkg.cn/COVID-19/medical/resource/R467	1.0
90	http://www.openkg.cn/2019-nCoV/health/resource/R6759	http://www.openkg.cn/COVID-19/medical/resource/R252	1.0
91	http://www.openkg.cn/2019-nCoV/health/resource/R7029	http://www.openkg.cn/COVID-19/medical/resource/R162	1.0
92	http://www.openkg.cn/2019-nCoV/health/resource/R757	http://www.openkg.cn/COVID-19/medical/resource/R82	1.0
93	http://www.openkg.cn/2019-nCoV/health/resource/R766	http://www.openkg.cn/COVID-19/medical/resource/R240	1.0
94	http://www.openkg.cn/2019-nCoV/health/resource/R77	http://www.openkg.cn/COVID-19/medical/resource/R125	1.0
95	http://www.openkg.cn/2019-nCoV/health/resource/R861	http://www.openkg.cn/COVID-19/medical/resource/R200	1.0
