	s1	s2	labels
26	http://www.openkg.cn/COVID-19/wiki/resource/R2647	http://www.openkg.cn/COVID-19/medical/resource/R200	1.0
27	http://www.openkg.cn/COVID-19/wiki/resource/R27408	http://www.openkg.cn/COVID-19/medical/resource/R250	1.0
28	http://www.openkg.cn/COVID-19/wiki/resource/R2807	http://www.openkg.cn/COVID-19/medical/resource/R81	1.0
29	http://www.openkg.cn/COVID-19/wiki/resource/R28231	http://www.openkg.cn/COVID-19/medical/resource/R400	1.0
30	http://www.openkg.cn/COVID-19/wiki/resource/R28607	http://www.openkg.cn/COVID-19/medical/resource/R409	1.0
31	http://www.openkg.cn/COVID-19/wiki/resource/R3000	http://www.openkg.cn/COVID-19/medical/resource/R321	1.0
32	http://www.openkg.cn/COVID-19/wiki/resource/R3066	http://www.openkg.cn/COVID-19/medical/resource/R162	1.0
33	http://www.openkg.cn/COVID-19/wiki/resource/R3078	http://www.openkg.cn/COVID-19/medical/resource/R133	1.0
34	http://www.openkg.cn/COVID-19/wiki/resource/R3087	http://www.openkg.cn/COVID-19/medical/resource/R161	1.0
35	http://www.openkg.cn/COVID-19/wiki/resource/R3087	http://www.openkg.cn/COVID-19/medical/resource/R199	1.0
36	http://www.openkg.cn/COVID-19/wiki/resource/R3113	http://www.openkg.cn/COVID-19/medical/resource/R242	1.0
37	http://www.openkg.cn/COVID-19/wiki/resource/R3196	http://www.openkg.cn/COVID-19/medical/resource/R84	1.0
38	http://www.openkg.cn/COVID-19/wiki/resource/R3409	http://www.openkg.cn/COVID-19/medical/resource/R198	1.0
39	http://www.openkg.cn/COVID-19/wiki/resource/R35694	http://www.openkg.cn/COVID-19/medical/resource/R250	1.0
40	http://www.openkg.cn/COVID-19/wiki/resource/R3599	http://www.openkg.cn/COVID-19/medical/resource/R203	1.0
41	http://www.openkg.cn/COVID-19/wiki/resource/R36517	http://www.openkg.cn/COVID-19/medical/resource/R400	1.0
42	http://www.openkg.cn/COVID-19/wiki/resource/R36893	http://www.openkg.cn/COVID-19/medical/resource/R409	1.0
43	http://www.openkg.cn/COVID-19/wiki/resource/R3772	http://www.openkg.cn/COVID-19/medical/resource/R244	1.0
44	http://www.openkg.cn/COVID-19/wiki/resource/R3809	http://www.openkg.cn/COVID-19/medical/resource/R120	1.0
45	http://www.openkg.cn/COVID-19/wiki/resource/R4110	http://www.openkg.cn/COVID-19/medical/resource/R196	1.0
46	http://www.openkg.cn/COVID-19/wiki/resource/R4113	http://www.openkg.cn/COVID-19/medical/resource/R195	1.0
47	http://www.openkg.cn/COVID-19/wiki/resource/R46093	http://www.openkg.cn/COVID-19/medical/resource/R240	1.0
48	http://www.openkg.cn/COVID-19/wiki/resource/R47708	http://www.openkg.cn/COVID-19/medical/resource/R362	1.0
49	http://www.openkg.cn/COVID-19/wiki/resource/R49979	http://www.openkg.cn/COVID-19/medical/resource/R160	1.0
50	http://www.openkg.cn/COVID-19/wiki/resource/R514	http://www.openkg.cn/COVID-19/medical/resource/R250	1.0
51	http://www.openkg.cn/COVID-19/wiki/resource/R52102	http://www.openkg.cn/COVID-19/medical/resource/R256	1.0
52	http://www.openkg.cn/COVID-19/wiki/resource/R53476	http://www.openkg.cn/COVID-19/medical/resource/R356	1.0
53	http://www.openkg.cn/COVID-19/wiki/resource/R5704	http://www.openkg.cn/COVID-19/medical/resource/R250	1.0
54	http://www.openkg.cn/COVID-19/wiki/resource/R6527	http://www.openkg.cn/COVID-19/medical/resource/R400	1.0
55	http://www.openkg.cn/COVID-19/wiki/resource/R6903	http://www.openkg.cn/COVID-19/medical/resource/R409	1.0
