	s1	s2	labels
27	http://www.openkg.cn/COVID-19/wiki/resource/R1166	http://www.openkg.cn/2019-nCoV/health/resource/R6313	1.0
28	http://www.openkg.cn/COVID-19/wiki/resource/R11698	http://www.openkg.cn/2019-nCoV/health/resource/R5880	1.0
29	http://www.openkg.cn/COVID-19/wiki/resource/R11711	http://www.openkg.cn/2019-nCoV/health/resource/R6511	1.0
30	http://www.openkg.cn/COVID-19/wiki/resource/R11717	http://www.openkg.cn/2019-nCoV/health/resource/R6364	1.0
31	http://www.openkg.cn/COVID-19/wiki/resource/R11763	http://www.openkg.cn/2019-nCoV/health/resource/R6186	1.0
32	http://www.openkg.cn/COVID-19/wiki/resource/R11814	http://www.openkg.cn/2019-nCoV/health/resource/R6483	1.0
33	http://www.openkg.cn/COVID-19/wiki/resource/R1185	http://www.openkg.cn/2019-nCoV/health/resource/R6550	1.0
34	http://www.openkg.cn/COVID-19/wiki/resource/R11886	http://www.openkg.cn/2019-nCoV/health/resource/R6354	1.0
35	http://www.openkg.cn/COVID-19/wiki/resource/R11897	http://www.openkg.cn/2019-nCoV/health/resource/R6395	1.0
36	http://www.openkg.cn/COVID-19/wiki/resource/R11964	http://www.openkg.cn/2019-nCoV/health/resource/R6372	1.0
37	http://www.openkg.cn/COVID-19/wiki/resource/R12153	http://www.openkg.cn/2019-nCoV/health/resource/R6222	1.0
38	http://www.openkg.cn/COVID-19/wiki/resource/R12167	http://www.openkg.cn/2019-nCoV/health/resource/R6453	1.0
39	http://www.openkg.cn/COVID-19/wiki/resource/R12170	http://www.openkg.cn/2019-nCoV/health/resource/R6240	1.0
40	http://www.openkg.cn/COVID-19/wiki/resource/R12220	http://www.openkg.cn/2019-nCoV/health/resource/R6449	1.0
41	http://www.openkg.cn/COVID-19/wiki/resource/R12236	http://www.openkg.cn/2019-nCoV/health/resource/R6288	1.0
42	http://www.openkg.cn/COVID-19/wiki/resource/R12239	http://www.openkg.cn/2019-nCoV/health/resource/R6305	1.0
43	http://www.openkg.cn/COVID-19/wiki/resource/R12289	http://www.openkg.cn/2019-nCoV/health/resource/R6166	1.0
44	http://www.openkg.cn/COVID-19/wiki/resource/R1236	http://www.openkg.cn/2019-nCoV/health/resource/R6481	1.0
45	http://www.openkg.cn/COVID-19/wiki/resource/R12443	http://www.openkg.cn/2019-nCoV/health/resource/R6536	1.0
46	http://www.openkg.cn/COVID-19/wiki/resource/R12543	http://www.openkg.cn/2019-nCoV/health/resource/R6230	1.0
47	http://www.openkg.cn/COVID-19/wiki/resource/R1265	http://www.openkg.cn/2019-nCoV/health/resource/R6346	1.0
48	http://www.openkg.cn/COVID-19/wiki/resource/R1280	http://www.openkg.cn/2019-nCoV/health/resource/R6375	1.0
49	http://www.openkg.cn/COVID-19/wiki/resource/R1283	http://www.openkg.cn/2019-nCoV/health/resource/R6378	1.0
50	http://www.openkg.cn/COVID-19/wiki/resource/R13587	http://www.openkg.cn/2019-nCoV/health/resource/R4028	1.0
51	http://www.openkg.cn/COVID-19/wiki/resource/R1533	http://www.openkg.cn/2019-nCoV/health/resource/R2456	1.0
52	http://www.openkg.cn/COVID-19/wiki/resource/R15877	http://www.openkg.cn/2019-nCoV/health/resource/R766	1.0
53	http://www.openkg.cn/COVID-19/wiki/resource/R1975	http://www.openkg.cn/2019-nCoV/health/resource/R4781	1.0
54	http://www.openkg.cn/COVID-19/wiki/resource/R19763	http://www.openkg.cn/2019-nCoV/health/resource/R2826	1.0
55	http://www.openkg.cn/COVID-19/wiki/resource/R2197	http://www.openkg.cn/2019-nCoV/health/resource/R3548	1.0
56	http://www.openkg.cn/COVID-19/wiki/resource/R2321	http://www.openkg.cn/2019-nCoV/health/resource/R4948	1.0
57	http://www.openkg.cn/COVID-19/wiki/resource/R2368	http://www.openkg.cn/2019-nCoV/health/resource/R1378	1.0
58	http://www.openkg.cn/COVID-19/wiki/resource/R2369	http://www.openkg.cn/2019-nCoV/health/resource/R3900	1.0
59	http://www.openkg.cn/COVID-19/wiki/resource/R2370	http://www.openkg.cn/2019-nCoV/health/resource/R293	1.0
60	http://www.openkg.cn/COVID-19/wiki/resource/R2371	http://www.openkg.cn/2019-nCoV/health/resource/R1738	1.0
61	http://www.openkg.cn/COVID-19/wiki/resource/R2372	http://www.openkg.cn/2019-nCoV/health/resource/R5555	1.0
62	http://www.openkg.cn/COVID-19/wiki/resource/R2373	http://www.openkg.cn/2019-nCoV/health/resource/R3653	1.0
63	http://www.openkg.cn/COVID-19/wiki/resource/R2374	http://www.openkg.cn/2019-nCoV/health/resource/R4179	1.0
64	http://www.openkg.cn/COVID-19/wiki/resource/R2375	http://www.openkg.cn/2019-nCoV/health/resource/R2823	1.0
65	http://www.openkg.cn/COVID-19/wiki/resource/R2377	http://www.openkg.cn/2019-nCoV/health/resource/R1229	1.0
66	http://www.openkg.cn/COVID-19/wiki/resource/R2378	http://www.openkg.cn/2019-nCoV/health/resource/R2042	1.0
67	http://www.openkg.cn/COVID-19/wiki/resource/R2379	http://www.openkg.cn/2019-nCoV/health/resource/R1355	1.0
68	http://www.openkg.cn/COVID-19/wiki/resource/R2380	http://www.openkg.cn/2019-nCoV/health/resource/R5890	1.0
69	http://www.openkg.cn/COVID-19/wiki/resource/R2381	http://www.openkg.cn/2019-nCoV/health/resource/R4032	1.0
70	http://www.openkg.cn/COVID-19/wiki/resource/R2384	http://www.openkg.cn/2019-nCoV/health/resource/R272	1.0
71	http://www.openkg.cn/COVID-19/wiki/resource/R2385	http://www.openkg.cn/2019-nCoV/health/resource/R1593	1.0
72	http://www.openkg.cn/COVID-19/wiki/resource/R2386	http://www.openkg.cn/2019-nCoV/health/resource/R4021	1.0
73	http://www.openkg.cn/COVID-19/wiki/resource/R2387	http://www.openkg.cn/2019-nCoV/health/resource/R3825	1.0
74	http://www.openkg.cn/COVID-19/wiki/resource/R2389	http://www.openkg.cn/2019-nCoV/health/resource/R5602	1.0
75	http://www.openkg.cn/COVID-19/wiki/resource/R2390	http://www.openkg.cn/2019-nCoV/health/resource/R4763	1.0
76	http://www.openkg.cn/COVID-19/wiki/resource/R2391	http://www.openkg.cn/2019-nCoV/health/resource/R5908	1.0
77	http://www.openkg.cn/COVID-19/wiki/resource/R2402	http://www.openkg.cn/2019-nCoV/health/resource/R6600	1.0
78	http://www.openkg.cn/COVID-19/wiki/resource/R24105	http://www.openkg.cn/2019-nCoV/health/resource/R4948	1.0
79	http://www.openkg.cn/COVID-19/wiki/resource/R24141	http://www.openkg.cn/2019-nCoV/health/resource/R5602	1.0
80	http://www.openkg.cn/COVID-19/wiki/resource/R24142	http://www.openkg.cn/2019-nCoV/health/resource/R4763	1.0
81	http://www.openkg.cn/COVID-19/wiki/resource/R24143	http://www.openkg.cn/2019-nCoV/health/resource/R4910	1.0
82	http://www.openkg.cn/COVID-19/wiki/resource/R24144	http://www.openkg.cn/2019-nCoV/health/resource/R1229	1.0
83	http://www.openkg.cn/COVID-19/wiki/resource/R24145	http://www.openkg.cn/2019-nCoV/health/resource/R2708	1.0
84	http://www.openkg.cn/COVID-19/wiki/resource/R24148	http://www.openkg.cn/2019-nCoV/health/resource/R2823	1.0
85	http://www.openkg.cn/COVID-19/wiki/resource/R24150	http://www.openkg.cn/2019-nCoV/health/resource/R2042	1.0
86	http://www.openkg.cn/COVID-19/wiki/resource/R24152	http://www.openkg.cn/2019-nCoV/health/resource/R5798	1.0
87	http://www.openkg.cn/COVID-19/wiki/resource/R24153	http://www.openkg.cn/2019-nCoV/health/resource/R3900	1.0
88	http://www.openkg.cn/COVID-19/wiki/resource/R24155	http://www.openkg.cn/2019-nCoV/health/resource/R5890	1.0
89	http://www.openkg.cn/COVID-19/wiki/resource/R24156	http://www.openkg.cn/2019-nCoV/health/resource/R1593	1.0
90	http://www.openkg.cn/COVID-19/wiki/resource/R24157	http://www.openkg.cn/2019-nCoV/health/resource/R3653	1.0
91	http://www.openkg.cn/COVID-19/wiki/resource/R24159	http://www.openkg.cn/2019-nCoV/health/resource/R272	1.0
92	http://www.openkg.cn/COVID-19/wiki/resource/R2416	http://www.openkg.cn/2019-nCoV/health/resource/R6678	1.0
93	http://www.openkg.cn/COVID-19/wiki/resource/R24160	http://www.openkg.cn/2019-nCoV/health/resource/R1378	1.0
94	http://www.openkg.cn/COVID-19/wiki/resource/R24161	http://www.openkg.cn/2019-nCoV/health/resource/R4075	1.0
95	http://www.openkg.cn/COVID-19/wiki/resource/R24162	http://www.openkg.cn/2019-nCoV/health/resource/R4032	1.0
96	http://www.openkg.cn/COVID-19/wiki/resource/R24163	http://www.openkg.cn/2019-nCoV/health/resource/R1738	1.0
97	http://www.openkg.cn/COVID-19/wiki/resource/R24165	http://www.openkg.cn/2019-nCoV/health/resource/R4179	1.0
98	http://www.openkg.cn/COVID-19/wiki/resource/R24167	http://www.openkg.cn/2019-nCoV/health/resource/R293	1.0
99	http://www.openkg.cn/COVID-19/wiki/resource/R24168	http://www.openkg.cn/2019-nCoV/health/resource/R4021	1.0
100	http://www.openkg.cn/COVID-19/wiki/resource/R24169	http://www.openkg.cn/2019-nCoV/health/resource/R5555	1.0
101	http://www.openkg.cn/COVID-19/wiki/resource/R24170	http://www.openkg.cn/2019-nCoV/health/resource/R5908	1.0
102	http://www.openkg.cn/COVID-19/wiki/resource/R24171	http://www.openkg.cn/2019-nCoV/health/resource/R1355	1.0
103	http://www.openkg.cn/COVID-19/wiki/resource/R24172	http://www.openkg.cn/2019-nCoV/health/resource/R3825	1.0
104	http://www.openkg.cn/COVID-19/wiki/resource/R24173	http://www.openkg.cn/2019-nCoV/health/resource/R6916	1.0
105	http://www.openkg.cn/COVID-19/wiki/resource/R24177	http://www.openkg.cn/2019-nCoV/health/resource/R6751	1.0
106	http://www.openkg.cn/COVID-19/wiki/resource/R24178	http://www.openkg.cn/2019-nCoV/health/resource/R6953	1.0
107	http://www.openkg.cn/COVID-19/wiki/resource/R24179	http://www.openkg.cn/2019-nCoV/health/resource/R6780	1.0
108	http://www.openkg.cn/COVID-19/wiki/resource/R24189	http://www.openkg.cn/2019-nCoV/health/resource/R6717	1.0
109	http://www.openkg.cn/COVID-19/wiki/resource/R24199	http://www.openkg.cn/2019-nCoV/health/resource/R1627	1.0
110	http://www.openkg.cn/COVID-19/wiki/resource/R2420	http://www.openkg.cn/2019-nCoV/health/resource/R6911	1.0
111	http://www.openkg.cn/COVID-19/wiki/resource/R24201	http://www.openkg.cn/2019-nCoV/health/resource/R6420	1.0
112	http://www.openkg.cn/COVID-19/wiki/resource/R24214	http://www.openkg.cn/2019-nCoV/health/resource/R5776	1.0
113	http://www.openkg.cn/COVID-19/wiki/resource/R24226	http://www.openkg.cn/2019-nCoV/health/resource/R6870	1.0
114	http://www.openkg.cn/COVID-19/wiki/resource/R24230	http://www.openkg.cn/2019-nCoV/health/resource/R7060	1.0
115	http://www.openkg.cn/COVID-19/wiki/resource/R24239	http://www.openkg.cn/2019-nCoV/health/resource/R7067	1.0
116	http://www.openkg.cn/COVID-19/wiki/resource/R24240	http://www.openkg.cn/2019-nCoV/health/resource/R6813	1.0
117	http://www.openkg.cn/COVID-19/wiki/resource/R24242	http://www.openkg.cn/2019-nCoV/health/resource/R6610	1.0
118	http://www.openkg.cn/COVID-19/wiki/resource/R24245	http://www.openkg.cn/2019-nCoV/health/resource/R7020	1.0
119	http://www.openkg.cn/COVID-19/wiki/resource/R24259	http://www.openkg.cn/2019-nCoV/health/resource/R6173	1.0
120	http://www.openkg.cn/COVID-19/wiki/resource/R24263	http://www.openkg.cn/2019-nCoV/health/resource/R7099	1.0
121	http://www.openkg.cn/COVID-19/wiki/resource/R24278	http://www.openkg.cn/2019-nCoV/health/resource/R6666	1.0
122	http://www.openkg.cn/COVID-19/wiki/resource/R24283	http://www.openkg.cn/2019-nCoV/health/resource/R6924	1.0
123	http://www.openkg.cn/COVID-19/wiki/resource/R24285	http://www.openkg.cn/2019-nCoV/health/resource/R7083	1.0
124	http://www.openkg.cn/COVID-19/wiki/resource/R24311	http://www.openkg.cn/2019-nCoV/health/resource/R6710	1.0
125	http://www.openkg.cn/COVID-19/wiki/resource/R24313	http://www.openkg.cn/2019-nCoV/health/resource/R7057	1.0
126	http://www.openkg.cn/COVID-19/wiki/resource/R24315	http://www.openkg.cn/2019-nCoV/health/resource/R6754	1.0
127	http://www.openkg.cn/COVID-19/wiki/resource/R24330	http://www.openkg.cn/2019-nCoV/health/resource/R6640	1.0
128	http://www.openkg.cn/COVID-19/wiki/resource/R2434	http://www.openkg.cn/2019-nCoV/health/resource/R6622	1.0
129	http://www.openkg.cn/COVID-19/wiki/resource/R24352	http://www.openkg.cn/2019-nCoV/health/resource/R6879	1.0
130	http://www.openkg.cn/COVID-19/wiki/resource/R24370	http://www.openkg.cn/2019-nCoV/health/resource/R6596	1.0
131	http://www.openkg.cn/COVID-19/wiki/resource/R24371	http://www.openkg.cn/2019-nCoV/health/resource/R6796	1.0
132	http://www.openkg.cn/COVID-19/wiki/resource/R24372	http://www.openkg.cn/2019-nCoV/health/resource/R6618	1.0
133	http://www.openkg.cn/COVID-19/wiki/resource/R24380	http://www.openkg.cn/2019-nCoV/health/resource/R6867	1.0
134	http://www.openkg.cn/COVID-19/wiki/resource/R24385	http://www.openkg.cn/2019-nCoV/health/resource/R7094	1.0
135	http://www.openkg.cn/COVID-19/wiki/resource/R24397	http://www.openkg.cn/2019-nCoV/health/resource/R1833	1.0
136	http://www.openkg.cn/COVID-19/wiki/resource/R24399	http://www.openkg.cn/2019-nCoV/health/resource/R6659	1.0
137	http://www.openkg.cn/COVID-19/wiki/resource/R24414	http://www.openkg.cn/2019-nCoV/health/resource/R6601	1.0
138	http://www.openkg.cn/COVID-19/wiki/resource/R24440	http://www.openkg.cn/2019-nCoV/health/resource/R6763	1.0
139	http://www.openkg.cn/COVID-19/wiki/resource/R24453	http://www.openkg.cn/2019-nCoV/health/resource/R6771	1.0
140	http://www.openkg.cn/COVID-19/wiki/resource/R24458	http://www.openkg.cn/2019-nCoV/health/resource/R1723	1.0
141	http://www.openkg.cn/COVID-19/wiki/resource/R24461	http://www.openkg.cn/2019-nCoV/health/resource/R6709	1.0
142	http://www.openkg.cn/COVID-19/wiki/resource/R24475	http://www.openkg.cn/2019-nCoV/health/resource/R7102	1.0
143	http://www.openkg.cn/COVID-19/wiki/resource/R24479	http://www.openkg.cn/2019-nCoV/health/resource/R6749	1.0
144	http://www.openkg.cn/COVID-19/wiki/resource/R24494	http://www.openkg.cn/2019-nCoV/health/resource/R6985	1.0
145	http://www.openkg.cn/COVID-19/wiki/resource/R24504	http://www.openkg.cn/2019-nCoV/health/resource/R6704	1.0
146	http://www.openkg.cn/COVID-19/wiki/resource/R24505	http://www.openkg.cn/2019-nCoV/health/resource/R5574	1.0
147	http://www.openkg.cn/COVID-19/wiki/resource/R24521	http://www.openkg.cn/2019-nCoV/health/resource/R6720	1.0
148	http://www.openkg.cn/COVID-19/wiki/resource/R24522	http://www.openkg.cn/2019-nCoV/health/resource/R6013	1.0
149	http://www.openkg.cn/COVID-19/wiki/resource/R24531	http://www.openkg.cn/2019-nCoV/health/resource/R6846	1.0
150	http://www.openkg.cn/COVID-19/wiki/resource/R24546	http://www.openkg.cn/2019-nCoV/health/resource/R6908	1.0
151	http://www.openkg.cn/COVID-19/wiki/resource/R2455	http://www.openkg.cn/2019-nCoV/health/resource/R6849	1.0
152	http://www.openkg.cn/COVID-19/wiki/resource/R24552	http://www.openkg.cn/2019-nCoV/health/resource/R6180	1.0
153	http://www.openkg.cn/COVID-19/wiki/resource/R24553	http://www.openkg.cn/2019-nCoV/health/resource/R6721	1.0
154	http://www.openkg.cn/COVID-19/wiki/resource/R24560	http://www.openkg.cn/2019-nCoV/health/resource/R6930	1.0
155	http://www.openkg.cn/COVID-19/wiki/resource/R24579	http://www.openkg.cn/2019-nCoV/health/resource/R7007	1.0
156	http://www.openkg.cn/COVID-19/wiki/resource/R2458	http://www.openkg.cn/2019-nCoV/health/resource/R6943	1.0
157	http://www.openkg.cn/COVID-19/wiki/resource/R24580	http://www.openkg.cn/2019-nCoV/health/resource/R6756	1.0
158	http://www.openkg.cn/COVID-19/wiki/resource/R24582	http://www.openkg.cn/2019-nCoV/health/resource/R6742	1.0
159	http://www.openkg.cn/COVID-19/wiki/resource/R24588	http://www.openkg.cn/2019-nCoV/health/resource/R6731	1.0
160	http://www.openkg.cn/COVID-19/wiki/resource/R24589	http://www.openkg.cn/2019-nCoV/health/resource/R7097	1.0
161	http://www.openkg.cn/COVID-19/wiki/resource/R24598	http://www.openkg.cn/2019-nCoV/health/resource/R6694	1.0
162	http://www.openkg.cn/COVID-19/wiki/resource/R24611	http://www.openkg.cn/2019-nCoV/health/resource/R3754	1.0
163	http://www.openkg.cn/COVID-19/wiki/resource/R24613	http://www.openkg.cn/2019-nCoV/health/resource/R6911	1.0
164	http://www.openkg.cn/COVID-19/wiki/resource/R24620	http://www.openkg.cn/2019-nCoV/health/resource/R6857	1.0
165	http://www.openkg.cn/COVID-19/wiki/resource/R24661	http://www.openkg.cn/2019-nCoV/health/resource/R7104	1.0
166	http://www.openkg.cn/COVID-19/wiki/resource/R24665	http://www.openkg.cn/2019-nCoV/health/resource/R6612	1.0
167	http://www.openkg.cn/COVID-19/wiki/resource/R24668	http://www.openkg.cn/2019-nCoV/health/resource/R6757	1.0
168	http://www.openkg.cn/COVID-19/wiki/resource/R24678	http://www.openkg.cn/2019-nCoV/health/resource/R6714	1.0
169	http://www.openkg.cn/COVID-19/wiki/resource/R24680	http://www.openkg.cn/2019-nCoV/health/resource/R7054	1.0
170	http://www.openkg.cn/COVID-19/wiki/resource/R24683	http://www.openkg.cn/2019-nCoV/health/resource/R7070	1.0
171	http://www.openkg.cn/COVID-19/wiki/resource/R2470	http://www.openkg.cn/2019-nCoV/health/resource/R7057	1.0
172	http://www.openkg.cn/COVID-19/wiki/resource/R24710	http://www.openkg.cn/2019-nCoV/health/resource/R6783	1.0
173	http://www.openkg.cn/COVID-19/wiki/resource/R24711	http://www.openkg.cn/2019-nCoV/health/resource/R6745	1.0
174	http://www.openkg.cn/COVID-19/wiki/resource/R24725	http://www.openkg.cn/2019-nCoV/health/resource/R6732	1.0
175	http://www.openkg.cn/COVID-19/wiki/resource/R24726	http://www.openkg.cn/2019-nCoV/health/resource/R6752	1.0
176	http://www.openkg.cn/COVID-19/wiki/resource/R24728	http://www.openkg.cn/2019-nCoV/health/resource/R6240	1.0
177	http://www.openkg.cn/COVID-19/wiki/resource/R24739	http://www.openkg.cn/2019-nCoV/health/resource/R6252	1.0
178	http://www.openkg.cn/COVID-19/wiki/resource/R24746	http://www.openkg.cn/2019-nCoV/health/resource/R6690	1.0
179	http://www.openkg.cn/COVID-19/wiki/resource/R24753	http://www.openkg.cn/2019-nCoV/health/resource/R6635	1.0
180	http://www.openkg.cn/COVID-19/wiki/resource/R2476	http://www.openkg.cn/2019-nCoV/health/resource/R6616	1.0
181	http://www.openkg.cn/COVID-19/wiki/resource/R24763	http://www.openkg.cn/2019-nCoV/health/resource/R6972	1.0
182	http://www.openkg.cn/COVID-19/wiki/resource/R24764	http://www.openkg.cn/2019-nCoV/health/resource/R6806	1.0
183	http://www.openkg.cn/COVID-19/wiki/resource/R24767	http://www.openkg.cn/2019-nCoV/health/resource/R6616	1.0
184	http://www.openkg.cn/COVID-19/wiki/resource/R24770	http://www.openkg.cn/2019-nCoV/health/resource/R6798	1.0
185	http://www.openkg.cn/COVID-19/wiki/resource/R24781	http://www.openkg.cn/2019-nCoV/health/resource/R6818	1.0
186	http://www.openkg.cn/COVID-19/wiki/resource/R24783	http://www.openkg.cn/2019-nCoV/health/resource/R6509	1.0
187	http://www.openkg.cn/COVID-19/wiki/resource/R24784	http://www.openkg.cn/2019-nCoV/health/resource/R6990	1.0
188	http://www.openkg.cn/COVID-19/wiki/resource/R24785	http://www.openkg.cn/2019-nCoV/health/resource/R6776	1.0
189	http://www.openkg.cn/COVID-19/wiki/resource/R24788	http://www.openkg.cn/2019-nCoV/health/resource/R6647	1.0
190	http://www.openkg.cn/COVID-19/wiki/resource/R24799	http://www.openkg.cn/2019-nCoV/health/resource/R6718	1.0
191	http://www.openkg.cn/COVID-19/wiki/resource/R24803	http://www.openkg.cn/2019-nCoV/health/resource/R7091	1.0
192	http://www.openkg.cn/COVID-19/wiki/resource/R24805	http://www.openkg.cn/2019-nCoV/health/resource/R6765	1.0
193	http://www.openkg.cn/COVID-19/wiki/resource/R24806	http://www.openkg.cn/2019-nCoV/health/resource/R6861	1.0
194	http://www.openkg.cn/COVID-19/wiki/resource/R24809	http://www.openkg.cn/2019-nCoV/health/resource/R7017	1.0
195	http://www.openkg.cn/COVID-19/wiki/resource/R24811	http://www.openkg.cn/2019-nCoV/health/resource/R7066	1.0
196	http://www.openkg.cn/COVID-19/wiki/resource/R24829	http://www.openkg.cn/2019-nCoV/health/resource/R6962	1.0
197	http://www.openkg.cn/COVID-19/wiki/resource/R24832	http://www.openkg.cn/2019-nCoV/health/resource/R7024	1.0
198	http://www.openkg.cn/COVID-19/wiki/resource/R24839	http://www.openkg.cn/2019-nCoV/health/resource/R6963	1.0
199	http://www.openkg.cn/COVID-19/wiki/resource/R24841	http://www.openkg.cn/2019-nCoV/health/resource/R6920	1.0
200	http://www.openkg.cn/COVID-19/wiki/resource/R24842	http://www.openkg.cn/2019-nCoV/health/resource/R6940	1.0
201	http://www.openkg.cn/COVID-19/wiki/resource/R24848	http://www.openkg.cn/2019-nCoV/health/resource/R6988	1.0
202	http://www.openkg.cn/COVID-19/wiki/resource/R24856	http://www.openkg.cn/2019-nCoV/health/resource/R6825	1.0
203	http://www.openkg.cn/COVID-19/wiki/resource/R24858	http://www.openkg.cn/2019-nCoV/health/resource/R6691	1.0
204	http://www.openkg.cn/COVID-19/wiki/resource/R24865	http://www.openkg.cn/2019-nCoV/health/resource/R6495	1.0
205	http://www.openkg.cn/COVID-19/wiki/resource/R2488	http://www.openkg.cn/2019-nCoV/health/resource/R223	1.0
206	http://www.openkg.cn/COVID-19/wiki/resource/R24882	http://www.openkg.cn/2019-nCoV/health/resource/R6876	1.0
207	http://www.openkg.cn/COVID-19/wiki/resource/R24884	http://www.openkg.cn/2019-nCoV/health/resource/R6868	1.0
208	http://www.openkg.cn/COVID-19/wiki/resource/R24891	http://www.openkg.cn/2019-nCoV/health/resource/R6889	1.0
209	http://www.openkg.cn/COVID-19/wiki/resource/R2491	http://www.openkg.cn/2019-nCoV/health/resource/R7013	1.0
210	http://www.openkg.cn/COVID-19/wiki/resource/R24916	http://www.openkg.cn/2019-nCoV/health/resource/R6880	1.0
211	http://www.openkg.cn/COVID-19/wiki/resource/R24924	http://www.openkg.cn/2019-nCoV/health/resource/R6726	1.0
212	http://www.openkg.cn/COVID-19/wiki/resource/R24937	http://www.openkg.cn/2019-nCoV/health/resource/R6773	1.0
213	http://www.openkg.cn/COVID-19/wiki/resource/R24942	http://www.openkg.cn/2019-nCoV/health/resource/R6887	1.0
214	http://www.openkg.cn/COVID-19/wiki/resource/R24950	http://www.openkg.cn/2019-nCoV/health/resource/R6849	1.0
215	http://www.openkg.cn/COVID-19/wiki/resource/R24964	http://www.openkg.cn/2019-nCoV/health/resource/R7037	1.0
216	http://www.openkg.cn/COVID-19/wiki/resource/R2497	http://www.openkg.cn/2019-nCoV/health/resource/R6818	1.0
217	http://www.openkg.cn/COVID-19/wiki/resource/R2499	http://www.openkg.cn/2019-nCoV/health/resource/R6757	1.0
218	http://www.openkg.cn/COVID-19/wiki/resource/R25001	http://www.openkg.cn/2019-nCoV/health/resource/R7013	1.0
219	http://www.openkg.cn/COVID-19/wiki/resource/R25003	http://www.openkg.cn/2019-nCoV/health/resource/R7086	1.0
220	http://www.openkg.cn/COVID-19/wiki/resource/R25023	http://www.openkg.cn/2019-nCoV/health/resource/R6638	1.0
221	http://www.openkg.cn/COVID-19/wiki/resource/R25040	http://www.openkg.cn/2019-nCoV/health/resource/R6693	1.0
222	http://www.openkg.cn/COVID-19/wiki/resource/R25041	http://www.openkg.cn/2019-nCoV/health/resource/R6954	1.0
223	http://www.openkg.cn/COVID-19/wiki/resource/R25045	http://www.openkg.cn/2019-nCoV/health/resource/R6719	1.0
224	http://www.openkg.cn/COVID-19/wiki/resource/R25054	http://www.openkg.cn/2019-nCoV/health/resource/R6901	1.0
